TIMESTAMP,ANGLE1,ANGLE2,XPOS,YPOS,XTACHO,YTACHO,XVOLT,YVOLT
351931,7.34799,1.90232,2.37607,2.14652,1.91697,-2.42979,1.09646,-3.93895,
353109,7.34799,1.9072,2.37607,2.14652,1.88278,-2.4591,1.09646,-3.93407,
354288,7.3431,1.90232,2.37607,2.18559,1.91209,-2.44444,1.09158,-3.93407,
355465,7.3431,1.91209,2.37607,2.1514,1.88767,-2.40049,1.09646,-3.93895,
356641,7.3431,1.9072,2.37607,2.1514,1.8779,-2.47375,1.09158,-3.93895,
357822,7.3431,1.9072,2.37607,2.19536,1.91697,-2.44933,1.09158,-3.93895,
359000,7.3431,1.91697,2.37118,2.14652,1.88278,-2.46398,1.12576,-3.93407,
360178,7.3431,1.91209,2.37607,2.20024,1.91697,-2.47863,1.09646,-3.93895,
361355,7.3431,1.91209,2.37607,2.20024,1.92186,-2.42979,1.09646,-3.94383,
362536,7.3431,1.9072,2.37607,2.19048,1.92674,-2.4591,1.09646,-3.93895,
363715,7.3431,1.9072,2.37607,2.20024,1.92674,-2.44933,1.09158,-3.93407,
364892,7.3431,1.9072,2.37607,2.20024,1.92674,-2.49817,1.116,-3.92918,
366072,7.3431,1.9072,2.37607,2.20024,1.92674,-2.5177,1.09158,-3.93895,
367258,7.3431,1.91209,2.37607,2.1514,1.88278,-2.48352,1.09158,-3.93895,
368438,7.3431,1.9072,2.37607,2.19536,1.92186,-2.4884,1.09158,-3.93407,
369619,7.3431,1.9072,2.37607,2.15629,1.88767,-2.50794,1.10134,-3.93407,
370799,7.3431,1.91209,2.37607,2.21001,1.92186,-2.49328,1.12088,-3.93407,
371982,7.3431,1.9072,2.37607,2.18559,1.91697,-2.51282,1.09646,-3.93895,
373158,7.3431,1.90232,2.37607,2.16606,1.91697,-2.51282,1.116,-3.94872,
374339,7.3431,1.91209,2.37607,2.21001,1.93162,-2.49817,1.08669,-3.94383,
375522,7.3431,1.9072,2.37607,2.20513,1.93162,-2.4884,1.08669,-3.93895,
376698,7.34799,1.90232,2.37607,2.20513,1.93162,-2.54212,1.11111,-3.94383,
377876,7.34799,1.9072,2.37607,2.21001,1.93162,-2.55678,1.08669,-3.94383,
379056,7.34799,1.91209,2.37607,2.21001,1.93162,-2.53236,1.09158,-3.93407,
380235,7.34799,1.92186,2.37607,2.21001,1.93162,-2.52747,1.08669,-3.93407,
381410,7.34799,1.91697,2.37607,2.21001,1.93651,-2.54212,1.08669,-3.93895,
382592,7.35287,1.91697,2.37607,2.21001,1.93651,-2.55189,1.08669,-3.94383,
383770,7.35287,1.92186,2.37607,2.21001,1.93651,-2.56654,1.08669,-3.93407,
384950,7.35287,1.92186,2.37607,2.21001,1.93651,-2.56654,1.08669,-3.93895,
386130,7.35287,1.92186,2.37607,2.21001,1.93651,-2.55678,1.08669,-3.94383,
387317,7.35287,1.92186,2.37607,2.20513,1.93651,-2.54701,1.08669,-3.93895,
388498,7.35287,1.92674,2.37607,2.2149,1.94139,-2.57143,1.09158,-3.93407,
389683,7.35775,1.92186,2.37607,2.21001,1.93651,-2.59096,1.116,-3.93407,
390865,7.35775,1.92674,2.37607,2.18559,1.93162,-2.58608,1.116,-3.94383,
392047,7.35775,1.92674,2.37607,2.2149,1.94139,-2.57143,1.08669,-3.94383,
393229,7.35775,1.92674,2.37607,2.21978,1.94139,-2.56166,1.08669,-4.10012,
394416,7.35775,1.92674,2.37607,2.2149,1.94139,-2.58608,1.08669,-3.94383,
395598,7.36264,1.92674,2.37607,2.21978,1.94139,-2.59096,1.08669,-3.94872,
396780,7.36264,1.92674,2.37607,2.2149,1.94139,-2.6105,1.09158,-3.94383,
397957,7.36264,1.92674,2.37607,2.22466,1.94628,-2.60073,1.1453,-3.93895,
399165,7.36264,1.92674,2.37607,2.17582,1.92186,-2.5812,1.09646,-3.94383,
400343,7.36752,1.93162,2.37607,2.17582,1.9072,-2.59585,1.09158,-3.94383,
401519,7.36752,1.92674,2.37607,2.2149,1.93651,-2.61538,1.09158,-3.94383,
402698,7.36752,1.92674,2.37607,2.21978,1.95116,-2.61538,1.08669,-3.94383,
403875,7.36752,1.92186,2.37607,2.22466,1.94628,-2.59585,1.08669,-3.94383,
405053,7.37241,1.93162,2.37607,2.22955,1.95116,-2.58608,1.08669,-3.94383,
406234,7.37241,1.94139,2.37607,2.22466,1.95116,-2.62027,1.08181,-3.94872,
407417,7.37241,1.93651,2.37607,2.20024,1.94139,-2.6398,1.08181,-3.94383,
408597,7.37241,1.93651,2.37607,2.18071,1.90232,-2.60562,1.08669,-3.94383,
409777,7.37241,1.92186,2.37607,2.18071,1.9072,-2.60073,1.08669,-3.94383,
410957,7.37241,1.92674,2.37607,2.18559,1.93162,-2.62027,1.08181,-3.94872,
412136,7.37241,1.92674,2.37607,2.22466,1.94628,-2.64957,1.08181,-4.10012,
413318,7.37241,1.92674,2.37607,2.22955,1.95116,-2.6398,1.08669,-3.93895,
414497,7.37241,1.92186,2.37607,2.22955,1.95604,-2.60073,1.08669,-3.93895,
415675,7.37241,1.92674,2.37607,2.22955,1.95604,-2.62027,1.116,-3.93895,
416859,7.37241,1.92674,2.37607,2.23443,1.95604,-2.6398,1.11111,-3.93895,
418043,7.37241,1.92674,2.37607,2.22955,1.95604,-2.64469,1.08181,-3.94383,
419235,7.37241,1.92674,2.37607,2.23443,1.95604,-2.64957,1.08181,-3.93407,
420415,7.37241,1.91697,2.37607,2.23443,1.96093,-2.62515,1.08669,-3.93895,
421593,7.37241,1.91209,2.37607,2.23443,1.95604,-2.6398,1.09646,-3.93407,
422774,7.37241,1.91697,2.37607,2.2442,1.95604,-2.65934,1.116,-3.93895,
423955,7.37241,1.91697,2.37607,2.23932,1.96093,-2.68376,1.08669,-3.93407,
425136,7.37241,1.9072,2.37607,2.23443,1.96093,-2.64957,1.08181,-3.93895,
426317,7.36752,1.91209,2.37607,2.23932,1.96093,-2.6398,1.08181,-3.94872,
427501,7.36752,1.91209,2.37607,2.23932,1.96093,-2.66911,1.07692,-3.93895,
428679,7.36752,1.91209,2.37607,2.23932,1.96093,-2.66422,1.07692,-3.93407,
429858,7.36752,1.91209,2.37607,2.23932,1.96093,-2.68864,1.07692,-3.93895,
431038,7.36264,1.9072,2.37607,2.23932,1.96093,-2.67888,1.08181,-4.10012,
432219,7.36264,1.91209,2.37607,2.2442,1.96581,-2.67399,1.08181,-4.10501,
433397,7.36264,1.9072,2.37607,2.2442,1.96581,-2.69353,1.07692,-3.94383,
434580,7.36264,1.9072,2.37607,2.23443,1.96581,-2.7033,1.07692,-3.94872,
435761,7.35775,1.9072,2.37607,2.2442,1.9707,-2.71795,1.08669,-3.94872,
436941,7.35775,1.90232,2.37607,2.2442,1.96581,-2.7033,1.10623,-3.93407,
438124,7.35775,1.9072,2.37607,2.2442,1.96581,-2.71306,1.08181,-3.93895,
439320,7.35775,1.90232,2.37607,2.24908,1.9707,-2.72283,1.07692,-3.93895,
440500,7.35287,1.90232,2.37607,2.2442,1.9707,-2.73748,1.07692,-3.94383,
441676,7.35287,1.9072,2.37607,2.2442,1.9707,-2.74725,1.07204,-3.94383,
442859,7.35287,1.90232,2.37607,2.24908,1.9707,-2.68376,1.08669,-3.94872,
444037,7.35287,1.9072,2.37607,2.24908,1.97558,-2.70818,1.11111,-3.93895,
445215,7.35287,1.9072,2.37607,2.24908,1.97558,-2.72772,1.08669,-3.94383,
446394,7.34799,1.90232,2.37607,2.25397,1.97558,-2.74237,1.07692,-4.10501,
447574,7.34799,1.9072,2.37607,2.25397,1.97558,-2.72772,1.07204,-3.94383,
448753,7.34799,1.9072,2.37607,2.25397,1.97558,-2.72772,1.07692,-3.94383,
449933,7.3431,1.9072,2.37607,2.25397,1.97558,-2.75702,1.07692,-3.94383,
451118,7.3431,1.90232,2.37607,2.25397,1.97558,-2.76679,1.07692,-3.94383,
452294,7.3431,1.9072,2.37607,2.24908,1.98535,-2.78144,1.10623,-3.94383,
453473,7.3431,1.9072,2.37607,2.25397,1.98046,-2.77656,1.07692,-3.94872,
454655,7.3431,1.9072,2.37607,2.25397,1.98046,-2.78144,1.07692,-3.94383,
455833,7.33822,1.90232,2.37607,2.25885,1.98046,-2.77167,1.07692,-3.94383,
457010,7.33822,1.89744,2.37607,2.25885,1.98046,-2.77656,1.07204,-3.94383,
458191,7.33822,1.9072,2.37607,2.25885,1.98046,-2.78632,1.07692,-3.94383,
459370,7.33822,1.9072,2.37607,2.25885,1.98046,-2.75214,1.08181,-3.94383,
460550,7.33822,1.9072,2.37607,2.25885,1.98046,-2.77167,1.11111,-3.93407,
461728,7.33822,1.90232,2.37607,2.25885,1.98046,-2.79121,1.07692,-3.94383,
462912,7.33822,1.9072,2.37607,2.26374,1.98046,-2.80586,1.07692,-3.93407,
464092,7.33822,1.9072,2.37607,2.26374,1.98535,-2.78632,1.07692,-3.93895,
465293,7.33822,1.9072,2.37607,2.26374,1.98535,-2.78632,1.08181,-3.94872,
466474,7.33822,1.91209,2.37607,2.26374,1.98535,-2.77656,1.07692,-4.10989,
467653,7.33822,1.9072,2.37607,2.26374,1.99023,-2.80098,1.07692,-3.94383,
468830,7.3431,1.91697,2.37607,2.23932,1.98535,-2.81074,1.08181,-4.10012,
470010,7.3431,1.9072,2.37607,2.26374,1.99023,-2.79121,1.08181,-3.93895,
471189,7.3431,1.91209,2.37607,2.26374,1.98535,-2.79609,1.08181,-3.93895,
472368,7.3431,1.91209,2.37607,2.2149,1.95116,-2.8254,1.07692,-3.93895,
473548,7.3431,1.91209,2.37607,2.26374,1.98535,-2.84005,1.08181,-3.94383,
474727,7.3431,1.91209,2.37607,2.2735,1.99023,-2.80586,1.08181,-3.94872,
475912,7.3431,1.91209,2.37607,2.26862,1.99512,-2.79121,1.09158,-4.10989,
477092,7.34799,1.91697,2.37607,2.26374,1.99023,-2.8254,1.10623,-3.93895,
478272,7.34799,1.91697,2.37607,2.23932,1.98535,-2.83028,1.08669,-3.94383,
479450,7.34799,1.91697,2.37607,2.26862,1.98535,-2.83028,1.08181,-3.9536,
480628,7.34799,1.92186,2.37607,2.2735,1.99512,-2.80098,1.08181,-4.10501,
481810,7.35287,1.91697,2.37607,2.2735,1.99023,-2.86447,1.07692,-4.10989,
482993,7.35287,1.92186,2.37607,2.2735,1.99512,-2.83516,1.09158,-3.94383,
484175,7.35287,1.92186,2.37607,2.27839,1.99512,-2.81074,1.116,-3.93895,
485351,7.35775,1.92674,2.37607,2.27839,1.99512,-2.83516,1.09158,-4.10501,
486535,7.35775,1.92674,2.37607,2.27839,2,-2.8254,1.08181,-3.94383,
487714,7.35775,1.92674,2.37607,2.22466,1.95116,-2.86447,1.07692,-3.94872,
488893,7.36264,1.92674,2.37607,2.27839,1.99512,-2.8547,1.07692,-3.94383,
490072,7.36264,1.92674,2.37607,2.28327,2,-2.8547,1.08181,-3.94383,
491270,7.36264,1.92674,2.37607,2.28327,2,-2.83516,1.08181,-3.94383,
492450,7.36752,1.92674,2.37607,2.28327,2,-2.85958,1.08181,-3.94872,
493626,7.36752,1.92186,2.37607,2.28327,2,-2.86447,1.08181,-3.93895,
494804,7.36752,1.92674,2.37607,2.28327,2.00488,-2.86935,1.08181,-3.94872,
495980,7.36752,1.92674,2.37607,2.28327,2.00488,-2.87912,1.07692,-3.94383,
497156,7.37241,1.92674,2.37607,2.28816,2.00488,-2.85958,1.10623,-3.94383,
498338,7.37241,1.92674,2.37607,2.28327,2.00488,-2.87424,1.07692,-3.93895,
499516,7.37241,1.92674,2.37607,2.28816,2.00488,-2.86935,1.08181,-3.94383,
500697,7.37241,1.92674,2.37607,2.28816,2.00488,-2.88889,1.07692,-3.94872,
501876,7.37241,1.92674,2.37607,2.28816,2.00488,-2.90354,1.07692,-3.93895,
503056,7.37241,1.91209,2.37607,2.28816,2.00977,-2.89866,1.07692,-3.94383,
504232,7.37241,1.91697,2.37607,2.28816,2.00977,-2.884,1.07692,-3.94383,
505412,7.37241,1.91697,2.37607,2.29304,2.00977,-2.91819,1.07692,-3.94383,
506594,7.37241,1.91697,2.37607,2.29304,2.00977,-2.92796,1.08669,-3.93895,
507773,7.37241,1.92186,2.37607,2.29304,2.01465,-2.89866,1.11111,-3.93407,
508949,7.37241,1.91209,2.37607,2.29304,2.01465,-2.89866,1.12088,-3.94383,
510140,7.37241,1.91697,2.37607,2.29304,2.01465,-2.9475,1.08181,-3.94872,
511319,7.37241,1.91697,2.37607,2.29304,2.01465,-2.94261,1.07692,-3.94383,
512495,7.37241,1.91697,2.37607,2.29304,2.01465,-2.92796,1.07692,-3.94383,
513677,7.37241,1.91697,2.37607,2.29792,2.01465,-2.93284,1.08181,-3.93895,
514858,7.37241,1.91209,2.37607,2.29792,2.01465,-2.92796,1.07692,-3.94872,
516038,7.36752,1.92186,2.37607,2.30281,2.01465,-2.97192,1.12576,-3.93895,
517220,7.36752,1.91209,2.37607,2.29792,2.01465,-2.96703,1.11111,-3.93407,
518399,7.36752,1.91697,2.37607,2.30281,2.01954,-2.96215,1.08669,-3.94872,
519578,7.36752,1.90232,2.37607,2.30281,2.01954,-2.95238,1.08669,-4.10501,
520756,7.36752,1.91697,2.37607,2.30281,2.01954,-2.96703,1.09158,-3.94383,
521932,7.36264,1.91209,2.37607,2.30281,2.01954,-2.99145,1.08669,-3.93895,
523112,7.36264,1.91209,2.37607,2.30281,2.02442,-2.98657,1.12576,-3.93407,
524292,7.36264,1.91209,2.37607,2.30769,2.02442,-2.9475,1.09158,-3.94872,
525470,7.36264,1.91209,2.37607,2.30769,2.02442,-2.95238,1.12576,-3.94383,
526651,7.35775,1.91209,2.38095,2.30769,2.02442,-3.01099,1.09158,-3.94383,
527833,7.35775,1.9072,2.37607,2.30769,2.02442,-3.04029,1.10623,-3.93407,
529009,7.35775,1.91209,2.37607,2.30769,2.0293,-2.99634,1.13065,-3.94383,
530187,7.35775,1.90232,2.37607,2.30769,2.0293,-2.94261,1.10623,-3.94383,
531389,7.35775,1.9072,2.37607,2.30769,2.0293,-3.01099,1.09158,-4.10501,
532569,7.35287,1.91209,2.37607,2.30769,2.0293,-3.07448,1.08181,-3.94872,
533752,7.35287,1.9072,2.37607,2.31258,2.0293,-2.99145,1.10134,-3.94383,
534933,7.35287,1.90232,2.37607,2.31258,2.0293,-2.9475,1.15995,-3.93895,
536111,7.35287,1.91209,2.37607,2.31746,2.0293,-3.03541,1.09646,-3.94872,
537291,7.34799,1.91209,2.37607,2.31258,2.0293,-3.06471,1.12576,-4.10501,
538477,7.34799,1.9072,2.37607,2.31258,2.03419,-2.9475,1.09158,-4.10501,
539657,7.34799,1.91209,2.37607,2.31258,2.0293,-2.98657,1.12576,-3.94383,
540836,7.3431,1.91697,2.37607,2.31746,2.03419,-3.05006,1.08669,-3.93895,
542013,7.3431,1.91697,2.37607,2.31746,2.03419,-3.03053,1.09158,-3.93895,
543193,7.3431,1.91697,2.37607,2.31746,2.03907,-2.96703,1.09646,-4.10501,
544376,7.3431,1.91209,2.38095,2.32234,2.03907,-3.02564,1.09646,-3.93895,
545559,7.3431,1.91209,2.37607,2.32234,2.03907,-3.04029,1.08669,-3.94872,
546737,7.3431,1.91697,2.37607,2.31746,2.03419,-3.01587,1.08669,-3.94383,
547917,7.3431,1.92186,2.38095,2.32234,2.03907,-2.99634,1.09646,-3.94872,
549097,7.3431,1.91209,2.37607,2.32234,2.03907,-3.03541,1.09646,-4.10501,
550279,7.3431,1.91209,2.37607,2.32234,2.03907,-3.01587,1.09646,-3.93895,
551461,7.3431,1.91209,2.37607,2.32234,2.03907,-3.04029,1.09646,-3.93407,
552639,7.3431,1.91697,2.37607,2.32234,2.04396,-3.05006,1.10623,-4.11477,
553818,7.3431,1.91697,2.37607,2.32234,2.04396,-3.01587,1.10623,-3.93895,
554996,7.3431,1.91697,2.37607,2.32723,2.04396,-3.01099,1.10623,-3.93407,
556173,7.3431,1.91209,2.37607,2.32723,2.04396,-3.06471,1.10134,-3.94383,
557351,7.3431,1.91697,2.37607,2.32723,2.04396,-3.0989,1.10134,-3.94383,
558529,7.3431,1.91697,2.37607,2.32723,2.04884,-3.01099,1.11111,-3.93895,
559707,7.3431,1.91697,2.37607,2.33211,2.04396,-3.02564,1.1453,-3.94383,
560890,7.34799,1.91697,2.37607,2.33211,2.04884,-3.09402,1.10134,-3.94872,
562066,7.34799,1.92674,2.37607,2.32723,2.04884,-3.12332,1.10623,-3.94383,
563260,7.34799,1.92186,2.37607,2.33211,2.05372,-3.02564,1.10623,-4.10501,
564442,7.35287,1.92674,2.38095,2.337,2.04884,-3.05495,1.10134,-3.93895,
565621,7.35287,1.92186,2.37607,2.33211,2.04884,-3.10867,1.09646,-3.94383,
566803,7.35287,1.92186,2.37607,2.337,2.05372,-3.10379,1.14042,-3.94383,
567982,7.35287,1.92674,2.37607,2.337,2.05372,-3.08425,1.10134,-3.93407,
569159,7.35775,1.91697,2.37607,2.337,2.05372,-3.03541,1.09646,-3.94383,
570338,7.35775,1.92674,2.37607,2.337,2.05372,-3.07937,1.14042,-3.93895,
571521,7.35775,1.92674,2.37607,2.34188,2.05372,-3.12821,1.16484,-3.93407,
572706,7.36264,1.92674,2.38095,2.337,2.05861,-3.10379,1.16484,-3.93407,
573882,7.36264,1.93162,2.37607,2.34188,2.05861,-3.0696,1.14042,-3.93895,
575063,7.36264,1.92674,2.37607,2.34188,2.05861,-3.08425,1.13065,-3.93895,
576246,7.36264,1.93162,2.37607,2.34188,2.05861,-3.13797,1.15995,-3.93895,
577424,7.36264,1.93162,2.37607,2.34188,2.05861,-3.12821,1.15507,-3.9243,
578603,7.36752,1.93162,2.37607,2.34188,2.06349,-3.12821,1.13553,-3.93895,
579784,7.36752,1.93162,2.37607,2.34188,2.06349,-3.07937,1.13553,-3.93895,
580964,7.36752,1.92674,2.37607,2.34676,2.06349,-3.10867,1.15018,-3.93407,
582153,7.36752,1.91697,2.38095,2.34676,2.06349,-3.15263,1.13065,-3.93895,
583333,7.36752,1.93162,2.37607,2.35165,2.06838,-3.13309,1.13065,-3.93895,
584513,7.37241,1.92186,2.37607,2.34676,2.06349,-3.07448,1.16484,-3.93407,
585692,7.37241,1.92674,2.37607,2.35165,2.06349,-3.11355,1.12576,-3.94383,
586875,7.37241,1.91697,2.37607,2.35165,2.06838,-3.15263,1.116,-3.94383,
588053,7.37241,1.92674,2.37607,2.35165,2.06349,-3.17216,1.12576,-3.93407,
589229,7.37241,1.92674,2.37607,2.35165,2.06838,-3.10867,1.13553,-3.93895,
590411,7.37241,1.92674,2.37607,2.35165,2.06838,-3.09402,1.14042,-3.93895,
591591,7.37241,1.92186,2.37607,2.35653,2.06838,-3.16728,1.13553,-3.93407,
592769,7.37241,1.92674,2.37607,2.35165,2.06838,-3.16728,1.13553,-3.93895,
593948,7.37241,1.92186,2.37607,2.35165,2.07326,-3.10379,1.13553,-3.93407,
595130,7.37241,1.92674,2.37607,2.35653,2.07326,-3.13309,1.13553,-3.93895,
596307,7.37241,1.92674,2.37607,2.35653,2.07814,-3.17216,1.13065,-3.94383,
597507,7.36752,1.92186,2.37607,2.35653,2.07326,-3.16728,1.12576,-3.93407,
598686,7.36752,1.92186,2.37607,2.35653,2.07326,-3.10867,1.12576,-3.93407,
599862,7.36752,1.92674,2.37607,2.35653,2.07326,-3.11844,1.12088,-3.93895,
601041,7.36752,1.92186,2.37607,2.35653,2.07326,-3.20147,1.116,-3.93895,
602222,7.36752,1.91697,2.37607,2.36142,2.07814,-3.11844,1.116,-3.93407,
603401,7.36264,1.91697,2.37607,2.36142,2.07814,-3.10379,1.12088,-3.93895,
604579,7.36264,1.91697,2.37607,2.36142,2.07814,-3.16728,1.12088,-3.94872,
605754,7.36264,1.91697,2.37607,2.3663,2.07814,-3.1917,1.12088,-3.93895,
606934,7.36264,1.91697,2.37607,2.37118,2.08303,-3.13797,1.12088,-4.10501,
608115,7.35775,1.91697,2.37607,2.3663,2.08303,-3.08425,1.12088,-3.93407,
609294,7.35775,1.92186,2.37607,2.3663,2.08303,-3.18193,1.116,-3.93895,
610475,7.35775,1.92186,2.38095,2.3663,2.08303,-3.20147,1.13065,-3.93895,
611657,7.35775,1.92186,2.37607,2.37118,2.08791,-3.10379,1.15507,-3.93407,
612835,7.35775,1.91697,2.38095,2.37118,2.08303,-3.14774,1.12576,-3.93407,
614013,7.35287,1.92186,2.37607,2.37118,2.08303,-3.18681,1.116,-3.93895,
615191,7.35287,1.91697,2.37607,2.37118,2.08303,-3.15751,1.10623,-3.93895,
616368,7.35287,1.92186,2.37607,2.37118,2.08791,-3.16728,1.10623,-3.94383,
617550,7.35287,1.92186,2.37607,2.37118,2.08791,-3.15263,1.10623,-3.93895,
618731,7.35287,1.91697,2.37607,2.37607,2.08791,-3.14774,1.116,-3.93895,
619909,7.35287,1.92186,2.37607,2.37607,2.08791,-3.21123,1.116,-3.93407,
621087,7.34799,1.91697,2.37607,2.37607,2.0928,-3.17705,1.116,-3.93895,
622265,7.34799,1.92186,2.38095,2.37607,2.0928,-3.14286,1.12576,-4.10012,
623449,7.34799,1.91697,2.37607,2.38095,2.0928,-3.16239,1.13065,-3.93407,
624629,7.3431,1.92186,2.37607,2.37607,2.0928,-3.21123,1.12576,-3.93407,
625807,7.3431,1.92186,2.37607,2.37607,2.0928,-3.21612,1.12576,-3.93895,
626990,7.3431,1.92186,2.37607,2.38095,2.09768,-3.13309,1.18437,-3.93895,
628169,7.3431,1.91209,2.37607,2.38095,2.0928,-3.18681,1.12088,-3.93407,
629345,7.3431,1.91209,2.38095,2.38095,2.09768,-3.23565,1.116,-3.93895,
630528,7.3431,1.91209,2.37607,2.38095,2.09768,-3.19658,1.116,-3.93895,
631704,7.3431,1.91209,2.37607,2.38095,2.09768,-3.17705,1.116,-3.93407,
632880,7.3431,1.91209,2.37607,2.38584,2.09768,-3.16728,1.11111,-3.93895,
634056,7.3431,1.91697,2.37607,2.38584,2.09768,-3.221,1.10623,-3.93895,
635245,7.3431,1.92186,2.37607,2.38584,2.10256,-3.17705,1.12088,-3.94383,
636424,7.3431,1.92186,2.37607,2.38584,2.10256,-3.17216,1.12088,-3.93895,
637605,7.3431,1.91697,2.37607,2.38584,2.10256,-3.20635,1.13065,-3.93407,
638785,7.3431,1.92186,2.38095,2.39072,2.10256,-3.21612,1.15507,-3.93407,
639962,7.3431,1.91697,2.38095,2.39072,2.10256,-3.24054,1.12576,-3.93895,
641139,7.3431,1.92186,2.38095,2.39072,2.10745,-3.20635,1.116,-3.94383,
642318,7.3431,1.91697,2.37607,2.39072,2.10745,-3.17216,1.116,-3.93407,
643495,7.3431,1.92186,2.37607,2.3956,2.10745,-3.22589,1.11111,-3.94383,
644674,7.34799,1.92186,2.37607,2.3956,2.10745,-3.24542,1.10623,-3.94383,
645851,7.34799,1.92674,2.37607,2.3956,2.10745,-3.23565,1.10623,-3.93895,
647031,7.34799,1.91697,2.37607,2.3956,2.11233,-3.16239,1.11111,-3.94383,
648207,7.34799,1.92186,2.38095,2.3956,2.10745,-3.23565,1.12088,-3.93895,
649385,7.34799,1.91697,2.38095,2.40049,2.11233,-3.23565,1.12576,-3.94383,
650564,7.35287,1.91697,2.37607,2.40049,2.11233,-3.18681,1.12576,-3.93407,
651743,7.35287,1.91697,2.37607,2.40049,2.11233,-3.1917,1.12576,-3.94383,
652921,7.35287,1.91697,2.38095,2.40049,2.11233,-3.21612,1.13065,-4.10501,
654100,7.35287,1.92186,2.37607,2.40049,2.11233,-3.26496,1.12576,-3.94383,
655287,7.35287,1.91697,2.38095,2.40049,2.11722,-3.14286,1.13065,-3.93895,
656464,7.35775,1.91697,2.37607,2.40049,2.11722,-3.18681,1.13065,-3.93895,
657642,7.35775,1.91697,2.38095,2.40537,2.11722,-3.24054,1.16972,-3.93895,
658822,7.35775,1.91697,2.38095,2.40537,2.11722,-3.24542,1.13553,-3.93407,
660000,7.36264,1.92186,2.38095,2.40537,2.1221,-3.17216,1.13553,-3.93895,
661177,7.36264,1.92186,2.37607,2.40537,2.1221,-3.17216,1.13065,-3.93895,
662362,7.36264,1.92674,2.38095,2.40537,2.11722,-3.25519,1.12576,-3.93895,
663559,7.36264,1.92186,2.38095,2.41026,2.1221,-3.21123,1.12576,-3.93895,
664743,7.36264,1.91697,2.38095,2.41026,2.1221,-3.17216,1.12088,-3.93407,
665923,7.36264,1.92186,2.38095,2.41026,2.1221,-3.21612,1.116,-3.93895,
667104,7.36752,1.91697,2.38095,2.41026,2.1221,-3.221,1.12088,-3.93407,
668280,7.36752,1.92186,2.38095,2.41514,2.12698,-3.24054,1.12576,-3.93895,
669462,7.36752,1.92186,2.38095,2.41514,2.12698,-3.17705,1.1453,-3.93895,
670644,7.36752,1.92186,2.38095,2.41514,2.12698,-3.221,1.16484,-3.93895,
671822,7.36752,1.92186,2.38095,2.41514,2.12698,-3.21123,1.1453,-3.93895,
673003,7.36752,1.91697,2.37607,2.41514,2.12698,-3.26007,1.13553,-3.93895,
674180,7.36752,1.91697,2.37607,2.41514,2.12698,-3.17216,1.14042,-3.93407,
675358,7.36752,1.9072,2.37607,2.41514,2.12698,-3.1917,1.13553,-4.10012,
676541,7.36752,1.91209,2.37607,2.41514,2.12698,-3.26496,1.12576,-4.10012,
677721,7.36752,1.91209,2.37607,2.42491,2.13187,-3.23565,1.12088,-3.93895,
678901,7.36752,1.91209,2.37607,2.42002,2.13187,-3.18193,1.16484,-4.10012,
680082,7.36752,1.91209,2.37607,2.42002,2.13187,-3.22589,1.12576,-3.93407,
681262,7.36752,1.90232,2.38095,2.42002,2.13187,-3.24054,1.12088,-3.93895,
682442,7.36752,1.91697,2.38095,2.42491,2.13187,-3.25519,1.12088,-3.93407,
683625,7.36752,1.91209,2.38095,2.42491,2.13675,-3.20635,1.116,-3.93407,
684804,7.36752,1.91697,2.38095,2.42491,2.13675,-3.23565,1.11111,-3.93895,
685980,7.36752,1.91209,2.38095,2.42491,2.13675,-3.24054,1.10623,-3.94383,
687162,7.36752,1.91697,2.37607,2.42491,2.13675,-3.28449,1.10623,-3.93895,
688340,7.36752,1.92186,2.38095,2.42979,2.14164,-3.221,1.116,-3.93895,
689517,7.36752,1.92186,2.38095,2.42979,2.14164,-3.221,1.12088,-3.93407,
690707,7.36752,1.91209,2.38095,2.42979,2.14164,-3.24542,1.13065,-3.93407,
691889,7.36752,1.91209,2.38095,2.42979,2.14164,-3.29426,1.15018,-3.92918,
693066,7.36752,1.91209,2.37607,2.43468,2.14652,-3.23077,1.16972,-3.93895,
694252,7.36752,1.91209,2.38095,2.43468,2.14652,-3.221,1.13065,-3.93895,
695433,7.36264,1.91209,2.37607,2.43468,2.14164,-3.26496,1.13065,-3.93895,
696609,7.36264,1.9072,2.37607,2.43956,2.14164,-3.28449,1.13065,-3.93895,
697788,7.36264,1.91697,2.37607,2.43468,2.14652,-3.26007,1.16484,-3.93895,
698968,7.36264,1.91209,2.38095,2.43468,2.14652,-3.20635,1.13065,-3.94383,
700149,7.36264,1.91209,2.37607,2.43468,2.14652,-3.26496,1.12088,-3.93407,
701327,7.36264,1.91209,2.38095,2.43468,2.14652,-3.29915,1.13065,-3.94872,
702510,7.36264,1.91209,2.37607,2.43956,2.1514,-3.25031,1.19414,-3.9243,
703691,7.36264,1.91697,2.38095,2.43956,2.1514,-3.20635,1.13065,-3.94383,
704870,7.36264,1.91209,2.38095,2.43956,2.1514,-3.26496,1.12576,-3.93407,
706052,7.36264,1.91209,2.38095,2.44933,2.1514,-3.28938,1.12576,-4.41758,
707243,7.36264,1.9072,2.38095,2.44444,2.1514,-3.23077,1.12576,-3.93407,
708423,7.36264,1.9072,2.38095,2.44444,2.1514,-3.23565,1.12088,-3.94383,
709602,7.36264,1.91209,2.38095,2.44444,2.1514,-3.27473,1.12088,-4.09524,
