STEP1: 11V, no container, 7 container høj
TIME,ANGLE1,ANGLE2,XPOS,YPOS,XTACHO,YTACHO,XVOLT,YVOLT
42557475,4.930403,2.009768,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42558627,4.930403,2.014652,9.335775,6.507937,-0.000226,0.114774,0.300839,0.079769,
42559783,4.930403,2.019536,9.335775,6.507937,-0.000226,0.114774,0.310451,0.089381,
42560936,4.930403,2.019536,9.335775,6.512821,-0.000226,0.114774,0.310451,0.079769,
42562091,4.930403,2.024420,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42563247,4.930403,2.024420,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42564400,4.930403,2.029304,9.335775,6.512821,-0.000226,0.114774,0.310451,0.089381,
42565558,4.930403,2.029304,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42566712,4.930403,2.034188,9.335775,6.507937,-0.000226,0.114774,0.310451,0.089381,
42567866,4.930403,2.034188,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42569018,4.930403,2.039072,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42570172,4.930403,2.043956,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42571328,4.930403,2.043956,9.335775,6.512821,-0.000226,0.114774,0.310451,0.079769,
42572483,4.930403,2.043956,9.335775,6.512821,-0.000226,0.114774,0.310451,0.079769,
42573637,4.930403,2.048840,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42574789,4.930403,2.053724,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42575947,4.930403,2.053724,9.335775,6.512821,-0.000226,0.114774,0.310451,0.079769,
42577102,4.930403,2.058608,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42578259,4.930403,2.058608,9.335775,6.507937,-0.000226,0.114774,0.310451,0.079769,
42579415,4.930403,2.063492,9.335775,6.507937,-0.000226,0.114774,0.320062,0.089381,
42580572,4.930403,2.068376,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42581728,4.930403,2.068376,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42582884,4.930403,2.073260,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42584041,4.930403,2.073260,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42585196,4.925519,2.078144,9.335775,6.507937,-0.000226,0.114774,0.320062,0.060546,
42586351,4.930403,2.078144,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42587505,4.930403,2.083028,9.335775,6.512821,-0.000226,0.114774,0.320062,0.079769,
42588662,4.930403,2.083028,9.335775,6.507937,-0.000226,0.114774,0.320062,0.060546,
42589821,4.930403,2.087912,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42590977,4.930403,2.087912,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42592135,4.930403,2.092796,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42593294,4.930403,2.097680,9.335775,6.512821,-0.000226,0.114774,0.320062,0.060546,
42594455,4.925519,2.097680,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42595611,4.930403,2.097680,9.335775,6.507937,-0.005110,0.114774,0.320062,0.079769,
42596764,4.930403,2.102564,9.335775,6.512821,-0.000226,0.114774,0.320062,0.079769,
42597917,4.930403,2.102564,9.335775,6.507937,-0.000226,0.114774,0.320062,0.060546,
42599075,4.925519,2.107448,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42600258,4.930403,2.107448,9.335775,6.512821,-0.000226,0.114774,0.320062,0.060546,
42601417,4.930403,2.112332,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42602569,4.925519,2.112332,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42603728,4.930403,2.117216,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42604884,4.930403,2.122100,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
42606039,4.925519,2.122100,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42607194,4.925519,2.126984,9.335775,6.507937,-0.000226,0.114774,0.329674,0.089381,
42608351,4.930403,2.126984,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42609503,4.925519,2.126984,9.335775,6.507937,-0.000226,0.114774,0.320062,0.079769,
42610658,4.925519,2.131868,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42611811,4.925519,2.136752,9.335775,6.512821,-0.000226,0.114774,0.329674,0.070158,
42612987,4.925519,2.136752,9.335775,6.507937,-0.000226,0.114774,0.243168,0.079769,
42614142,4.930403,2.141636,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42615296,4.925519,2.141636,9.335775,6.512821,-0.000226,0.114774,0.329674,0.079769,
42616455,4.930403,2.146520,9.335775,6.512821,-0.000226,0.114774,0.320062,0.079769,
42617610,4.925519,2.146520,9.335775,6.512821,-0.000226,0.114774,0.329674,0.089381,
42618764,4.930403,2.146520,9.335775,6.512821,-0.000226,0.114774,0.329674,0.089381,
42619920,4.925519,2.151404,9.335775,6.507937,-0.000226,0.114774,0.329674,0.060546,
42621080,4.925519,2.151404,9.335775,6.507937,-0.000226,0.114774,0.329674,0.060546,
42622238,4.925519,2.156288,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42623393,4.925519,2.156288,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42624545,4.925519,2.161172,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42625707,4.925519,2.161172,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42626863,4.925519,2.166056,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42628016,4.925519,2.166056,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42629173,4.925519,2.166056,9.335775,6.507937,-0.000226,0.114774,0.243168,0.060546,
42630333,4.925519,2.170940,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42631492,4.925519,2.175824,9.335775,6.512821,-0.000226,0.114774,0.329674,0.089381,
42632647,4.925519,2.175824,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42633804,4.925519,2.175824,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42634959,4.925519,2.180708,9.335775,6.507937,-0.000226,0.114774,0.252780,0.070158,
42636123,4.925519,2.180708,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42637278,4.925519,2.185592,9.335775,6.512821,-0.000226,0.114774,0.329674,0.079769,
42638430,4.925519,2.185592,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42639586,4.925519,2.185592,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42640740,4.925519,2.190476,9.335775,6.512821,-0.000226,0.114774,0.329674,0.079769,
42641893,4.925519,2.190476,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42643050,4.925519,2.195360,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42644227,4.925519,2.195360,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42645383,4.925519,2.195360,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42646536,4.925519,2.200244,9.335775,6.512821,-0.000226,0.114774,0.329674,0.079769,
42647695,4.925519,2.200244,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42648850,4.925519,2.200244,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42650008,4.925519,2.200244,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42651161,4.925519,2.205128,9.335775,6.512821,-0.000226,0.114774,0.329674,0.079769,
42652315,4.925519,2.205128,9.335775,6.512821,-0.000226,0.114774,0.339286,0.060546,
42653476,4.925519,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42654628,4.925519,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42655782,4.925519,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42656937,4.925519,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42658096,4.925519,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42659251,4.925519,2.214896,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
42660406,4.925519,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42661562,4.925519,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42662716,4.925519,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42663874,4.925519,2.219780,9.335775,6.507937,-0.000226,0.114774,0.252780,0.060546,
42665033,4.925519,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42666185,4.925519,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42667341,4.925519,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42668494,4.925519,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42669666,4.925519,2.224664,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42670822,4.925519,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42671978,4.925519,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42673135,4.925519,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42674289,4.925519,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42675443,4.925519,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42676603,4.925519,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42677755,4.925519,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42678908,4.925519,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42680062,4.925519,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42681217,4.925519,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42682371,4.925519,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42683527,4.925519,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42684683,4.925519,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42685840,4.925519,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42686994,4.925519,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42688147,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42689302,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42690456,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42691612,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42692764,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42693920,4.925519,2.239316,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42695078,4.925519,2.239316,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42696257,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42697412,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42698568,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.262392,0.079769,
42699728,4.925519,2.244200,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42700881,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42702034,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42703189,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42704343,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42705495,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42706648,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42707802,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42708956,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42710112,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42711267,4.925519,2.244200,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
42712423,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42713577,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42714729,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42715886,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42717041,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42718197,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42719356,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42720508,4.925519,2.244200,9.335775,6.512821,-0.000226,0.109890,0.339286,0.079769,
42721664,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42722816,4.920635,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42723969,4.925519,2.244200,9.335775,6.512821,-0.000226,0.114774,0.348897,0.079769,
42725124,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42726276,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42727453,4.920635,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42728613,4.925519,2.244200,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42729771,4.920635,2.244200,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42730926,4.925519,2.239316,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42732084,4.920635,2.244200,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42733237,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42734390,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42735546,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42736699,4.925519,2.239316,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42737853,4.920635,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42739008,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.022099,
42740177,4.920635,2.239316,9.335775,6.507937,-0.000226,0.114774,0.262392,0.079769,
42741335,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42742489,4.920635,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42743645,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42744799,4.920635,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42745954,4.920635,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42747109,4.920635,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42748262,4.925519,2.239316,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42749414,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42750568,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42751723,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42752882,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42754037,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42755194,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42756348,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42757504,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42758656,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42759809,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42760966,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42762118,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42763272,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42764429,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42765581,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42766735,4.920635,2.234432,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42767890,4.920635,2.234432,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42769042,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42770201,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42771358,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42772510,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42773665,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.262392,0.079769,
42774819,4.920635,2.229548,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42775973,4.920635,2.229548,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42777127,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42778284,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42779438,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42780591,4.920635,2.229548,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42781746,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42782898,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.070158,
42784074,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42785230,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42786382,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42787538,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.262392,0.070158,
42788697,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42789853,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42791005,4.920635,2.224664,9.335775,6.512821,-0.000226,0.114774,0.339286,0.002875,
42792182,4.920635,2.224664,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42793337,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42794491,4.920635,2.224664,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42795648,4.920635,2.219780,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42796803,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42797959,4.920635,2.219780,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42799116,4.920635,2.219780,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42800272,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42801426,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42802584,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42803741,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42804896,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42806051,4.920635,2.219780,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42807210,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42808363,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42809515,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42810672,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42811831,4.920635,2.219780,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42812985,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42814138,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42815294,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42816452,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42817604,4.920635,2.214896,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42818759,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42819913,4.920635,2.214896,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42821065,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42822223,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42823378,4.920635,2.214896,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42824533,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42825688,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42826840,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42828000,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42829159,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42830315,4.920635,2.214896,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42831475,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42832630,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42833782,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42834936,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42836093,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42837248,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42838403,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42839559,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.252780,0.070158,
42840741,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
42841900,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42843056,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42844232,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42845386,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42846538,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42847698,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.060546,
42848853,4.915751,2.210012,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
42850010,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42851165,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42852318,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42853472,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42854629,4.915751,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42855784,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42856942,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42858097,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42859252,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42860407,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42861564,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42862718,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42863872,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42865024,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42866179,4.915751,2.205128,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42867333,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42868487,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42869643,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42870795,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42871949,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42873105,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42874258,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42875415,4.915751,2.205128,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42876572,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42877727,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42878879,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42880033,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42881190,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42882345,4.915751,2.205128,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42883501,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42884660,4.915751,2.205128,9.335775,6.507937,-0.000226,0.114774,0.252780,0.079769,
42885814,4.920635,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42886968,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42888124,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42889281,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42890435,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.060546,
42891597,4.915751,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.089381,
42892752,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42893907,4.920635,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42895064,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.329674,0.060546,
42896243,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42897395,4.915751,2.210012,9.335775,6.512821,-0.000226,0.114774,0.339286,0.079769,
42898572,4.915751,2.205128,9.335775,6.512821,-0.000226,0.114774,0.252780,0.079769,
42899732,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
42900886,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42902041,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42903199,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.079769,
42904354,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.329674,0.079769,
42905508,4.915751,2.210012,9.335775,6.507937,-0.000226,0.114774,0.339286,0.089381,
